experiment,epoch,loss,acc
batchnorm,1,0.12148074564143721,0.9826
batchnorm,2,0.05081122802016434,0.9814
batchnorm,3,0.038772511257748325,0.9858
batchnorm,4,0.030205903060977278,0.9897
batchnorm,5,0.025074974046045192,0.9835
batchnorm,6,0.020779700619468926,0.989
batchnorm,7,0.01584495529210677,0.9887
batchnorm,8,0.013205441767525765,0.9907
batchnorm,9,0.012774956839311848,0.9899
batchnorm,10,0.011626909661611212,0.9899
