epoch,seed,lr,loss,acc,num_params
1,919,0.001,0.19416905276830804,0.9817,34826
2,919,0.001,0.06315011048251624,0.9838,34826
3,919,0.001,0.04747586455573437,0.9859,34826
4,919,0.001,0.03766992006566066,0.9862,34826
5,919,0.001,0.03000954880383112,0.9886,34826
6,919,0.001,0.025613118179213468,0.9895,34826
7,919,0.001,0.020718100772642377,0.9901,34826
8,919,0.001,0.017587229188787055,0.9865,34826
9,919,0.001,0.014689968291458539,0.989,34826
10,919,0.001,0.012481477353042043,0.99,34826
