epoch,seed,lr,loss,acc,num_params
1,1000,0.001,0.18453712526089283,0.9813,34826
2,1000,0.001,0.05886341308850223,0.9851,34826
3,1000,0.001,0.04363242272316897,0.9859,34826
4,1000,0.001,0.03527545178448583,0.988,34826
5,1000,0.001,0.029487679244765242,0.9904,34826
6,1000,0.001,0.02387174691554151,0.9885,34826
7,1000,0.001,0.019718421026885605,0.988,34826
8,1000,0.001,0.016721706170401203,0.9898,34826
9,1000,0.001,0.013123151315884084,0.9904,34826
10,1000,0.001,0.011520276240931661,0.9907,34826
