epoch,seed,lr,loss,acc,num_params
1,42,0.001,0.2039392549149406,0.9774,34826
2,42,0.001,0.06038416655404545,0.9841,34826
3,42,0.001,0.045914355837089665,0.9875,34826
4,42,0.001,0.03585153577927706,0.9889,34826
5,42,0.001,0.029319411656793967,0.9878,34826
6,42,0.001,0.025218152729175075,0.9898,34826
7,42,0.001,0.020629536409649863,0.9898,34826
8,42,0.001,0.017553766936889162,0.9882,34826
9,42,0.001,0.014562903092845829,0.988,34826
10,42,0.001,0.011311167059496495,0.9887,34826
