experiment,epoch,loss,acc
bn_dropout,1,0.169892405347426,0.9806
bn_dropout,2,0.07961225899423896,0.9883
bn_dropout,3,0.06169050995102609,0.9878
bn_dropout,4,0.05304830987080892,0.9904
bn_dropout,5,0.04709052547255455,0.9894
bn_dropout,6,0.04493759566685185,0.9891
bn_dropout,7,0.03972538025295268,0.991
bn_dropout,8,0.03837731189864215,0.9926
bn_dropout,9,0.033911286248930486,0.992
bn_dropout,10,0.03171318436821134,0.9929
