epoch,seed,lr,loss,acc,num_params
1,42,0.0005,0.4618241894902832,0.9747,86826
2,42,0.0005,0.09588944944920444,0.9791,86826
3,42,0.0005,0.0676112377843353,0.9823,86826
4,42,0.0005,0.05481836803183992,0.9744,86826
5,42,0.0005,0.047469931268897744,0.9774,86826
6,42,0.0005,0.04034360291199016,0.9821,86826
7,42,0.0005,0.03594451275843281,0.9692,86826
8,42,0.0005,0.0322369452164288,0.9874,86826
9,42,0.0005,0.029838626731563407,0.9655,86826
10,42,0.0005,0.027653141343258202,0.985,86826
