epoch,seed,lr,loss,acc,num_params
1,919,0.0004,0.5171738009351784,0.9644,86826
2,919,0.0004,0.1107432050590735,0.9773,86826
3,919,0.0004,0.0743760871462651,0.9811,86826
4,919,0.0004,0.058022586517095534,0.9663,86826
5,919,0.0004,0.04814046785694116,0.9813,86826
6,919,0.0004,0.04306267440191972,0.9856,86826
7,919,0.0004,0.03836942093818188,0.9856,86826
8,919,0.0004,0.034877490177169755,0.976,86826
9,919,0.0004,0.0313221151082427,0.9833,86826
10,919,0.0004,0.028278896729695177,0.9738,86826
