epoch,seed,lr,loss,acc,num_params
1,42,0.001,0.3349445222902781,0.97,86826
2,42,0.001,0.07554951888709657,0.9558,86826
3,42,0.001,0.05803253266440113,0.9832,86826
4,42,0.001,0.04925722925182083,0.9654,86826
5,42,0.001,0.04181581210773955,0.9824,86826
6,42,0.001,0.037285899231111065,0.9851,86826
7,42,0.001,0.03191873405601825,0.9853,86826
8,42,0.001,0.029210212379460657,0.9858,86826
9,42,0.001,0.02776169921113883,0.9848,86826
10,42,0.001,0.025207045443379865,0.9833,86826
