epoch,seed,lr,loss,acc,num_params
1,919,0.001,0.32797496082551125,0.9728,86826
2,919,0.001,0.07410615323873948,0.9774,86826
3,919,0.001,0.05435443698003618,0.9872,86826
4,919,0.001,0.04563088971512841,0.9717,86826
5,919,0.001,0.03919109037351499,0.9829,86826
6,919,0.001,0.035606938866036594,0.9897,86826
7,919,0.001,0.032941549619250714,0.9918,86826
8,919,0.001,0.029576421249502733,0.9898,86826
9,919,0.001,0.027841427332179536,0.9898,86826
10,919,0.001,0.02349620817183479,0.9877,86826
