epoch,seed,lr,loss,acc,num_params
1,42,0.0004,0.5184924613549384,0.9742,86826
2,42,0.0004,0.10513871841664825,0.9818,86826
3,42,0.0004,0.0706705535704425,0.9822,86826
4,42,0.0004,0.056577289241677854,0.9698,86826
5,42,0.0004,0.04846099909714687,0.9739,86826
6,42,0.0004,0.04201701088676424,0.9833,86826
7,42,0.0004,0.036681399343094466,0.9828,86826
8,42,0.0004,0.03322719421852301,0.9737,86826
9,42,0.0004,0.030715117793478595,0.9723,86826
10,42,0.0004,0.028923037265097776,0.9884,86826
